0.4534215,1.83E+18
0.5168376,1.70E+18
0.5739648,1.52E+18
0.7070258,1.46E+18
0.8337076,1.46E+18
0.9224902,1.32E+18
1.1571674,9.84E+17
1.2208393,7.21E+17
1.2527505,5.75E+17
1.3353193,4.65E+17
1.4748498,3.92E+17
1.595378,3.31E+17
1.703193,2.92E+17
1.811008,2.57E+17
2.0012712,2.05E+17
2.1915348,1.64E+17
2.3374295,1.34E+17
2.4517438,1.01E+17
2.578531,9.16E+16
2.6736627,8.18E+16
2.80048,7.21E+16
2.8576522,6.17E+16
2.9529495,4.72E+16
3.0291994,3.76E+16
3.130665,3.36E+16
3.3082602,2.68E+16
3.460474,2.23E+16
3.5240104,1.86E+16
3.6066244,1.44E+16
3.651219,1.13E+16
3.7400765,9.54E+15
3.8732278,8.40E+15
3.987392,7.30E+15
4.152304,5.91E+15
4.336233,4.71E+15
4.431425,3.98E+15
4.520328,3.22E+15
4.634537,2.68E+15
4.8058133,2.11E+15
4.9454947,1.54E+15
5.104178,1.13E+15
5.2312055,8.16E+14
5.2886786,5.26E+14
5.282826,3.34E+14
5.2832775,2.18E+14
5.290108,1.37E+14
5.2906046,8.57E+13
5.3078012,1.20E+12