0.44663605,2.80E+18
0.5733329,2.76E+18
0.89006746,2.69E+18
0.9787898,2.58E+18
1.054859,2.44E+18
1.1119561,2.24E+18
1.1690834,2.00E+18
1.2009193,1.71E+18
1.2010697,1.48E+18
1.2329208,1.25E+18
1.2647265,1.10E+18
1.3155497,9.57E+17
1.372707,8.31E+17
1.4297739,7.86E+17
1.5438929,7.12E+17
1.5882466,7.02E+17
1.6263113,6.63E+17
1.67068,6.45E+17
1.7087146,6.27E+17
1.7467493,6.10E+17
1.784799,5.84E+17
1.8291827,5.60E+17
1.8862497,5.29E+17
1.9243294,4.93E+17
1.9750172,4.87E+17
2.0320542,4.73E+17
2.076438,4.53E+17
2.1271708,4.29E+17
2.1842678,3.94E+17
2.24132,3.77E+17
2.317434,3.42E+17
2.3935034,3.23E+17
2.4632838,2.93E+17
2.539368,2.73E+17
2.6091182,2.54E+17
2.6978858,2.34E+17
2.7993364,2.12E+17
2.9071815,1.81E+17
3.0023584,1.55E+17
3.0721085,1.45E+17
3.1672251,1.31E+17
3.4589694,9.21E+16
3.5794225,8.34E+16
3.6366098,7.04E+16
3.700011,6.65E+16
3.7887785,6.11E+16
3.877576,5.46E+16
3.9600697,4.74E+16
4.0552616,4.00E+16
4.1377554,3.47E+16
4.2393265,2.81E+16
4.328169,2.41E+16
4.3852963,2.15E+16
4.487003,1.53E+16
4.5442805,1.19E+16
4.6078167,9.86E+15
4.8108687,7.03E+15
4.887028,6.10E+15
4.9253187,4.66E+15
5.033209,3.82E+15
5.147418,3.18E+15
5.2046204,2.65E+15
5.2809305,1.99E+15
5.312977,1.40E+15
5.325961,1.04E+15
5.503526,8.53E+14
5.630449,6.80E+14
5.7129874,5.66E+14
5.782933,4.39E+14
5.922509,3.55E+14
6.0493565,3.04E+14
6.1508975,2.53E+14
6.2144637,2.05E+14
6.271696,1.65E+14
6.35419,1.44E+14
6.4367137,1.21E+14
6.525737,8.75E+13
6.5514193,6.32E+13
6.590086,3.39E+13
6.622328,1.98E+13
6.641782,1.29E+13
6.7877364,1.00E+13
6.952814,6.93E+12
6.9785113,4.94E+12
7.0800824,3.99E+12
7.2196283,3.32E+12
7.314835,2.76E+12
7.3973737,2.30E+12
7.4735937,1.89E+12
7.6006365,1.34E+12
7.600952,9.98E+11