0.4835573,1.99E+16
0.5030561,1.25E+16
0.522615,7.37E+15
0.5420837,4.75E+15
0.56787145,3.11E+15
0.61886007,2.31E+15
0.6697886,1.81E+15
0.74585783,1.71E+15
0.8534471,1.87E+15
0.9990559,2.01E+15
1.1257828,1.92E+15
1.2525549,1.77E+15
1.3855708,1.77E+15
1.5629404,1.75E+15
1.7149584,1.75E+15
1.8227283,1.61E+15
1.9558344,1.48E+15
2.1079879,1.30E+15
2.215893,1.05E+15
2.2478495,8.03E+14
2.248361,4.96E+14
2.2615407,3.06E+14
2.2810545,1.89E+14
2.2879303,1.14E+14
2.3075192,6.54E+13
2.3145154,3.50E+13
2.3403783,2.13E+13
2.3471487,1.41E+13
2.5056815,1.19E+13
2.7655597,1.01E+13
2.949474,8.16E+12
3.0574996,5.89E+12
3.1717238,4.84E+12
3.3176637,3.80E+12
3.4002476,3.03E+12
3.5081978,2.35E+12
3.5401843,1.75E+12
3.534452,9.90E+11